,title,byline,dates,datetime
682,Investors use ETFs as a short cut to bet on Chinese shares: Exchange traded funds are being used as a quick way to sell A shares and buy H shares to take advantage of the price gap between the two,"Yiu, Enoch.",22-Apr-15,2015-04-22
683,"Hong Kong and Shanghai markets bounce back on US, Europe rebound","Robertson, Benjamin; Toh Han Shih.",22-Apr-15,2015-04-22
679,"Hi-tech money set to fuel growth in super luxury cars: More customers expected to come from IT and innovative industries, overtaking traditional buyers from property, says Bentley's China chief","Man-ki, Kwong.",22-Apr-15,2015-04-22
685,Beer maker China Resources Enterprise hottest stock after HK$28b deal: China Resources Enterprise to sell food business to parent for HK$28b,"Yiu, Enoch; Chiang, Langi.",22-Apr-15,2015-04-22
686,"Letters Question, April 22, 2015",,22-Apr-15,2015-04-22
672,"Hi-tech money set to drive growth in super luxury cars: More customers expected to come from IT and innovative industries, overtaking traditional buyers from property, says Bentley's China chief","Man-ki, Kwong.",22-Apr-15,2015-04-22
687,Engaging China is best way for Philippine President Benigno Aquino to end his term,,22-Apr-15,2015-04-22
689,"China government bond swap may drain liquidity out of economy: High risk, low yield debt seen as tough sell, with total likely to be 30pc higher than last reported","Robertson, Benjamin.",22-Apr-15,2015-04-22
678,Offshore drilling rig firms face cost squeeze amid oil rout,"Yang, Jing.",22-Apr-15,2015-04-22
677,HK-Shanghai through train tweak expected to boost foreign investors' interest: Solution to ease concerns over the pre-trade checking requirement expected to encourage institutional investors take more active role,"Chan, Ray.",22-Apr-15,2015-04-22
676,"Arthur Li hits out at HKU academics and students: Scholars who disappear into 'Neverland' are to blame for HKU's slide in rankings, says Exco member named to university's governing body","Lau, Stuart.",22-Apr-15,2015-04-22
675,Defendant: 'HK more conservative than US': Man admits hugging and kissing student but denies indecent assault,"Lau, Chris.",22-Apr-15,2015-04-22
674,Schizophrenic kept in cage for 11 years,,22-Apr-15,2015-04-22
688,China faces challenge of disconnect between stock market and real economy,,22-Apr-15,2015-04-22
655,Hong Kong students wary of scheme to spend several months on mainland: Subhead,"Lau, Stuart.",22-Apr-15,2015-04-22
625,"Hong Kong's prices rose faster in March than in February and January, but experts don't fear higher inflation","Nip, Amy.",22-Apr-15,2015-04-22
653,The Planner,,22-Apr-15,2015-04-22
622,"Hong Kong's prices rose faster in March than in February and January, but experts don't fear inflation","Nip, Amy.",22-Apr-15,2015-04-22
623,"Hong Kong Mortgage Corp extends its business loans scheme: Three more years of programme for people starting businesses, maximum lending doubled","Yiu, Enoch.",22-Apr-15,2015-04-22
624,"Concern group unveils alternative plan for over-budget Central Market: As budget soars to HK$1.5b, cheaper renovation would see 200 stalls rented to small local shops","Sung, Timmy.",22-Apr-15,2015-04-22
681,events,,22-Apr-15,2015-04-22
626,Syndicate in HK$1.5m credit card scam arrested in To Kwa Wan flat raid: Police swoop on flat in To Kwa Wan nets four suspected members of online fraud syndicate,"Lo, Clifford.",22-Apr-15,2015-04-22
627,"Driver printed fake tickets to pass on parking fines: Police say suspect changed details on computer, then stuck printouts on windows of other cars","Lo, Clifford.",22-Apr-15,2015-04-22
628,Climate change in focus at University of Hong Kong exhibition: Displays highlight humanity's impact - and the risks of rising CO2 levels,"Kao, Ernest.",22-Apr-15,2015-04-22
629,"Under-fire head of Canadian International School is staying, teachers told: Disgruntled teachers at Canadian International School say they fear for future despite promise by board members of a 're-evaluated vision'","Lee, Danny.",22-Apr-15,2015-04-22
630,"Satisfaction with press freedom at record low, according to HKU poll","Kang-chung, Ng.",22-Apr-15,2015-04-22
631,"Hong Kong stock investors addicted like gamblers, says Caritas counselling centre study","Cheung, Elizabeth.",22-Apr-15,2015-04-22
632,Hong Kong lawmakers and journalists to face security checks at legislature,"So, Peter.",22-Apr-15,2015-04-22
633,"Half of young smokers relapse after quitting, HKU project finds","Cheung, Elizabeth.",22-Apr-15,2015-04-22
634,Tuen Mun protest charges dropped,,22-Apr-15,2015-04-22
635,"Discovery Bay flat owner laments in court how 'mid-rise' tower blocks sea view of 'high-rise' tower: Discovery Bay flat owner claims a 'misleading' brochure has cost her a sea view, but developer says plan was described only in general terms","Chu, Julie.",22-Apr-15,2015-04-22
636,Tycoon appointed as chairman of Commission on Youth insists wealthy background is no barrier to understanding less well off: New chairman of Commission on Youth insists privileged background is no barrier to understanding less well off but declines to set out priorities,"Cheung, Tony.",22-Apr-15,2015-04-22
637,Macau interport return leg still serves its purpose,,22-Apr-15,2015-04-22
638,Backstreet Boys,,22-Apr-15,2015-04-22
652,"Clubs must support HK team, insists Kim",Chan Kin-wa.,22-Apr-15,2015-04-22
651,ATHLETICS,,22-Apr-15,2015-04-22
650,"Hayes would have a lot more to offer: Former champion trainer would be a welcome returnee to Hong Kong's training ranks, should an opening emerge",,22-Apr-15,2015-04-22
649,"I'll be more careful on web in future, says Regina Ip after row over 'seductive' maids","Siu, Phila.",22-Apr-15,2015-04-22
648,Hong Kong sports officials await Legco decision on funding for Kai Tak sports hub: Local sporting community hopes a positive decision today to provide HK$62.7 million will kick-start the long-awaited sports complex,Chan Kin-wa.,22-Apr-15,2015-04-22
647,Neil Callan feels 100 per cent as he returns aboard Blazing Speed for QE II Cup tilt: Jockey has recovered from injury and feels '100 per cent' for QE II Cup ride aboard Cruz hope,"Aitken, Alan.",22-Apr-15,2015-04-22
654,Angel Whispers (III) (Cantonese),,22-Apr-15,2015-04-22
646,"1,238 sq ft Happy Valley site up for tender",,22-Apr-15,2015-04-22
644,Own use behind Hong Kong buyer's move to invest in Japanese market,"Li, Sandy.",22-Apr-15,2015-04-22
643,Weak yen attracts Hong Kong buyers to Japan: A favourable exchange rate and high yields are driving Hong Kong and European investor interest in the Japanese property market,"Yiu, Enoch.",22-Apr-15,2015-04-22
642,"UK election no distraction for Hong Kong homebuyers: Interest from overseas continues to heat up, and judging by the mood among Hong Kong buyers, the British election simply does not matter","Collins, Mark.",22-Apr-15,2015-04-22
641,Causeway Bay landlords mull upgrades as rents tipped to increase: Improved infrastructure linking Central and non-core districts set to push up office rents,"Li, Sandy.",22-Apr-15,2015-04-22
640,"China property venture You+ helps its young tenants achieve their dreams: With financial backing from Xiaomi's Lei Jun, You+ co-founder Liu Yang is developing a new kind of investment property business - one that cares more about tenants' dreams than profits","Chiang, Langi.",22-Apr-15,2015-04-22
639,Hong Kong offices still appealing to institutional investors,"Sito, Peggy.",22-Apr-15,2015-04-22
645,China start-up You+ to focus on tier 1 cities for now: Xiaomi-funded provider of community space to focus on major cities first,"Chiang, Langi.",22-Apr-15,2015-04-22
680,"Hanergy, Imperial deal for casino power plant gets cool reception","Robertson, Benjamin.",22-Apr-15,2015-04-22
697,HK skyscraper office rents still the highest in the world,"Li, Sandy.",23-Apr-15,2015-04-23
690,Hong Kong political reform debate becomes a battle for hearts and minds: No concessions as government rolls out its package for chief executive election - and the fight now turns to winning hearts and minds,Staff Reporters.,23-Apr-15,2015-04-23
719,China tops world in 'vanity spending' growth,"Sun, Celine.",23-Apr-15,2015-04-23
720,Mainland China stock mania generates 1.7 trillion yuan debt bubble: Analysts express alarm at huge level of borrowings by mainland retail investors,Toh Han Shih.,23-Apr-15,2015-04-23
721,Can these Hong Kong pan-democratic lawmakers be persuaded to vote yes?,,23-Apr-15,2015-04-23
722,Offshore yuan gains for first time in almost week,"Yu, Jeanny.",23-Apr-15,2015-04-23
723,"Hong Kong electoral reform likely to leave pan-democrats out in the cold, analysts say: The reform plan leaves pan-democrats with little hope of making the final vote - but officials say they have a chance if they win over the public","Ng, Joyce; Cheung, Gary.",23-Apr-15,2015-04-23
724,C.Y. Leung and Carrie Lam greeted by rowdy protesters as they try to sell reform package to public,"Lau, Stuart; Cheung, Tony.",23-Apr-15,2015-04-23
725,"Already online: If top-level talks deliver benefits, island's ruling party could gain in the 2016 presidential race","Gan, Nectar.",23-Apr-15,2015-04-23
726,"Fears of brain drain from Taiwan to Fujian: The opening of a free-trade zone in the mainland province could set off a flight of talent and hollow out the island's economy, analysts say","Chung, Lawrence.",23-Apr-15,2015-04-23
727,Mao portrait defiler gets 14 months in jail,,23-Apr-15,2015-04-23
728,Chinese scientists take a step from RAM to FRAM,"Chen, Stephen.",23-Apr-15,2015-04-23
729,"Chinese smartphone makers ZTE, Huawei in spat over patents: ZTE in rare legal threat against rival Huawei, saying Honor X2 and P8 copy its technology, but some say real motive is to gain market attention","Wan, Adrian.",23-Apr-15,2015-04-23
730,'Suicide school' likened to a prison block,,23-Apr-15,2015-04-23
731,"Hong Kong political reform battle will hit the streets, both camps say","So, Peter; Cheung, Tony; Lam, Jeffie; Ng, Joyce.",23-Apr-15,2015-04-23
733,Bad loans and competition 'driving bankers to quit',"Cai, Jane.",23-Apr-15,2015-04-23
734,events,,23-Apr-15,2015-04-23
735,Chart of the day: Are Hong Kong stocks approaching terminal velocity?,,23-Apr-15,2015-04-23
736,"For HSBC globally, God is in London and so are his 19 chief archangels","van der Kamp, Jake.",23-Apr-15,2015-04-23
737,Hong Kong-listed Capital Environment to raise HK$2.25b in rights offering,"Chan, Ray.",23-Apr-15,2015-04-23
738,"Asia stock market investors relish rallies in China and Japan: Shanghai stocks rise 2.4pc, spurred by bullish editorial, while Japan's first trade surplus in three years lifts Nikkei 225 to 15-year high","Robertson, Benjamin; Toh Han Shih.",23-Apr-15,2015-04-23
739,"Letters Question, April 23, 2015",,23-Apr-15,2015-04-23
740,Hong Kong government is right to be flexible on private health insurance,,23-Apr-15,2015-04-23
741,"For Hong Kong's sake, Legco must pass reform package for 2017 chief executive election",,23-Apr-15,2015-04-23
742,Beijing expected to ease capital controls under QFII: Institutional investors may soon be allowed to move funds daily in line with other schemes,"Yiu, Enoch; Yu, Jeanny.",23-Apr-15,2015-04-23
718,results,,23-Apr-15,2015-04-23
717,"Sports Institute 'must exercise better checks': Agency's not in a healthy state, with Audit Commission pointing to lax controls on finances and other issues","Nip, Amy.",23-Apr-15,2015-04-23
732,"British Korean War hero who fought Chinese donates Victoria Cross medal for valour: British ex-serviceman, awarded the Victoria Cross in the Korean War, presents the medal and wants his ashes scattered on the nation","Salmon, Andrew.",23-Apr-15,2015-04-23
715,"Stop the delays over proposed new stadium at Kai Tak, say Hong Kong sporting stars: Former and current sporting stars urge Legco panel to approve funds over preliminary work required for proposed Kai Tak complex",Chan Kin-wa.,23-Apr-15,2015-04-23
716,"Bureaucracy 'a joke', angry premier laments: Li Keqiang says some assessments for big development projects have become a joke","Gan, Nectar.",23-Apr-15,2015-04-23
691,Phone giants may take patent fight to court,,23-Apr-15,2015-04-23
692,TVB controlling stakeholder brings in mainlander Li Ruigang as partner,"Lee, Eddie.",23-Apr-15,2015-04-23
693,Take me to your (credible) leader,"Lo, Alex.",23-Apr-15,2015-04-23
694,"China's graft-busters release list of 100 wanted fugitives in Operation Sky Net: Targets of Beijing's Operation Sky Net include five in HK, but extraditions won't be easy","Lau, Mimi.",23-Apr-15,2015-04-23
695,"China's Xi Jinping, Japan's Shinzo Abe call for better ties: Tokyo willing to work with Beijing to ease East China Sea tensions: Japanese PM","Ng, Teddy.",23-Apr-15,2015-04-23
698,"Cancer alert as unhealthy Hongkongers ignore warning signs: 40pc of adults too fat and most eat badly, with no improvement in the past decade","Cheung, Elizabeth.",23-Apr-15,2015-04-23
699,"Hong Kong advisers opt for voluntary charter to tackle light pollution, instead of legislation: Advisers shy away from legislative approach taken overseas to curb light pollution, saying there is no 'majority' opinion on the issue","Kao, Ernest.",23-Apr-15,2015-04-23
700,Hong Kong housewife seeks HK$1.4m for attack by Tibetan mastiff: Woman tells High Court her leg was 'like minced meat' after being bitten by 50kg Tibetan mastiff,"Chan, Thomas.",23-Apr-15,2015-04-23
