,title,byline,dates
1047,Legco quit threat 'a blatant challenge' Beijing issues warning on 'referendum' bid,"Wong, Albert.",16 Jan 2010
1048,Litigation fails to dent image of a man in a class of his own,"Tsang, Phyllis.",16 Jan 2010
1049,Markets,Anonymous.,16 Jan 2010
1050,NEWS SECTION A scmp.com today CITY.LIFE.SPORT SECTION C BUSINESS SECTION B,Anonymous.,16 Jan 2010
1051,Police block mainland's first gay pageant Police shut Mr Gay China hour before start,"Li, Raymond.",16 Jan 2010
1052,Police nail acid-attack suspect thanks to a black paper bag,"Lo, Clifford.",16 Jan 2010
1053,Rail-link fight,Anonymous.,16 Jan 2010
1054,School sues celebrity tutor for HK$26m K Oten accused of breaching contract,"Yau, Elaine.",16 Jan 2010
1055,Swine flu,Anonymous.,16 Jan 2010
1056,Vehicles,Anonymous.,16 Jan 2010
1057,"Dennis Barsky Private equity partner, Singapore Jones Day",Anonymous.,16 Jan 2010
1058,"Don Blake Senior vice-president, operations Hitachi Global Storage Technologies",Anonymous.,16 Jan 2010
1059,Events,Events.,16 Jan 2010
1060,Ghost in the machine trips up accidental traveller,Anonymous.,16 Jan 2010
1061,"Harold D'Souza Senior vice-president, Bangalore DHR International",Anonymous.,16 Jan 2010
1062,Hiring this sexy pole-dancer would do wonders for the MTR's staid image,Anonymous.,16 Jan 2010
1063,Hutchison's mobile arm to appraise privatising bid,"Perez, Bien.",16 Jan 2010
1064,I-Cable moves closer to breaking duopoly by filing application,"Chow, Vivienne.",16 Jan 2010
1065,In Brief,Anonymous.,16 Jan 2010
1066,Job Coach Work environment raises likelihood of diseases Skin Sense,Written by Jenny Yeung Ming-ha.,16 Jan 2010
1067,John Clark Director Gammon Construction,Anonymous.,16 Jan 2010
1068,"Manoj Bhargava Partner, Singapore Jones Day",Anonymous.,16 Jan 2010
1069,"Phillip Georgiou Partner, Hong Kong Jones Day",Anonymous.,16 Jan 2010
1070,"Profession plays key role in shaping HK Engineering Postgraduate programmes offer students an opportunity to make significant contributions to the city's development, writes Martin Donovan",Anonymous.,16 Jan 2010
1071,Quotes of the week,Anonymous.,16 Jan 2010
1072,Rail link funding facing further delay Financing for HK$66.9 billion project still not approved by squabbling Legco,"Lam, Anita.",16 Jan 2010
1073,The random recipe generator really takes the cake,Anonymous.,16 Jan 2010
1074,Some car park operators offer false sense of security,"Nip, Amy.",16 Jan 2010
1075,Table of contents,Anonymous.,16 Jan 2010
1076,"Take care when cupping, watchdog warns","Nip, Amy.",16 Jan 2010
1077,Talking heads,Anonymous.,16 Jan 2010
1078,Those cheap penthouse units may be illegal,Anonymous.,16 Jan 2010
1079,What'sOn,Anonymous.,16 Jan 2010
1080,"With time running out, pan-democrats want voting to go ahead with protesters around",Anonymous.,16 Jan 2010
1081,"1,000 protesters stage Government House stand-off","Tsang, Phyllis; Kang-chung, Ng.",16 Jan 2010
1082,"Captains, pilots in Ukrainian boat crash jailed Judge cites grave navigational errors","Man, Joyce.",16 Jan 2010
1083,Clash of computer fairs doesn't hurt store sales,"Ng, Maggie.",16 Jan 2010
1084,Domestic consumption now top mainland growth driver Subsidies spur farmers to spend 160b yuan on appliances,Cary Huang in Beijing.,16 Jan 2010
1085,Early closure of coal-fired power stations floated in study to tackle climate change,"Chi-fai, Cheung.",16 Jan 2010
1086,Financial boutique meets clients' needs Noble Apex focuses on understanding its customers to ensure that they get the best service and advice,Anonymous.,16 Jan 2010
1087,Fraud suspect Tang arrested in Canada,Agence France-Presse in Ottawa.,16 Jan 2010
1088,Kingboard surges on unit's spin-off plan,"So, Charlotte.",16 Jan 2010
1089,Mixed outlook for equities as IPOs line up,"Lee, Amanda.",16 Jan 2010
1090,Officials backtrack on plan for auditorium under school ruins,"Ng, Joyce.",16 Jan 2010
1091,Sun setting on harbourfront oasis for pets and their owners,"Fox, Yi Hu.",16 Jan 2010
1092,Taobao to expand online shop,"Perez, Bien.",16 Jan 2010
1093,Yihe Real Estate puts projects on sale in HK,"Sito, Peggy.",16 Jan 2010
1094,"'Big Brother' a constant, chilling presence for bloggers and activists","Yu, Verna.",16 Jan 2010
1095,629 live lizards seized on speedboat,"Lo, Clifford.",16 Jan 2010
1096,"Beijing plays down fallout of Google row Internet search giant's threatened pullout will not affect trade ties with US, official says","Huang, Cary; Reuters.",16 Jan 2010
1097,Big drop in number of taxis breaking down with fuel trouble,"Ng, Joyce.",16 Jan 2010
1098,High-rise drama,Anonymous.,16 Jan 2010
1099,In Brief,Anonymous.,16 Jan 2010
1100,Man hammered wife to death after sleep row Court told couple had psychiatric problems,"Tsui, Yvonne.",16 Jan 2010
1101,Reporting of search giant's tilt at censors is muzzled,"Tam, Fiona.",16 Jan 2010
1102,Beijing: Exam leak in the spotlight,Anonymous.,16 Jan 2010
1103,"Bonus cuts, poisoning spark protest Angry workers clash with armed police outside Taiwanese-owned factory in Suzhou",He Huifeng.,16 Jan 2010
1104,Poor find they're better off calling slums home,"Tam, Fiona.",16 Jan 2010
1105,A long history of 'cutting sleeves',Anonymous.,16 Jan 2010
1106,Broad Appeal Teachers not the only ones benefiting from in-depth course,Anonymous.,16 Jan 2010
1107,"City places greater demands on educators Teaching Master's programme will equip professionals with the expertise needed to face challenges as schools undergo reforms, writes Martin Donovan",Anonymous.,16 Jan 2010
1108,Chow's HKEx exit revives question of talent shortage,with Shirley Yam.,16 Jan 2010
1109,New year sees much trading but alas little movement,with Nick Westra.,16 Jan 2010
1110,"Desire to study makes travel easy Despite busy work schedules, students from across the region find time to fly into Hong Kong and attend classes, writes Richard Watt emba profile",Anonymous.,16 Jan 2010
1111,Badly behaved lawmakers must change their anti-social ways,Anonymous.,16 Jan 2010
1112,Concerns over minimum wage are legitimate,Anonymous.,16 Jan 2010
1113,Dual mission University aims to bring the world and mainland closer,Anonymous.,16 Jan 2010
1114,Fraud and corruption stain mainland science,Anonymous.,16 Jan 2010
1115,"Karaoke tunes to studyEMBA profile Anthony Lock has come a long way since he launched his business in 1992 and expects to go even further with the knowledge gained from his new qualification, writes Richard Watt",Anonymous.,16 Jan 2010
1116,No connection,Anonymous.,16 Jan 2010
1117,Only tentative approval for our new rights chief,Anonymous.,16 Jan 2010
1118,Courses in demand Soaring GMAT numbers point to increased interest in full-time business education despite the global economic downturn,Anonymous.,16 Jan 2010
1119,"Global residencies broaden horizons OneMBA Multicultural groups collaborating in four international venues mirror the diverse nature of today's business environment, writes Wilson Lau",Anonymous.,16 Jan 2010
1120,HRVoices,Interviews by Wong Yat-hei.,16 Jan 2010
1121,Measuring the benefits The rewards of training are hard to pin down but usually far outweigh the costs. This is the second article in a four-part series EXECUTIVE INSIGHTS,Anonymous.,16 Jan 2010
1122,"Savvy envoy has poise under fire Humour, open-mindedness assisted Fu Ying's rise to vice-minister, Ng Tzewei reports Diplomacy",Anonymous.,16 Jan 2010
1123,"Learning without borders High-speed broadband connections give students the opportunity to 'attend' lectures anywhere in the world, and allow them the chance to study from their home or office, writes Maurice Bendrix Online courses",Anonymous.,16 Jan 2010
1124,"Acid attackers still at large, police say 'Copycat' charged over Causeway Bay incident","Lo, Clifford.",15 Jan 2010
1125,Courts,Anonymous.,15 Jan 2010
1126,Courts: [1],Anonymous.,15 Jan 2010
1127,Crime,Anonymous.,15 Jan 2010
1128,Decline in US retail sales points to uneven consumer recovery,Bloomberg in Washington.,15 Jan 2010
1129,Economy,Anonymous.,15 Jan 2010
1130,Environment makes a killing at toy fair,"Tsang, Denise.",15 Jan 2010
1131,Exchanges,Anonymous.,15 Jan 2010
1132,Hedge funds,Anonymous.,15 Jan 2010
1133,HK & Delta,Anonymous.,15 Jan 2010
1134,National,Anonymous.,15 Jan 2010
1135,NEWS SECTION A scmp.com today CITY.LIFE.SPORT SECTION C BUSINESS SECTION B,Anonymous.,15 Jan 2010
1136,Pansy Ho venture moves on IPO MGM Grand Paradise meets investment banks,"Rovnick, Naomi; Gough, Neil.",15 Jan 2010
1137,Principal accused of touching teachers has convictions quashed,"Man, Joyce.",15 Jan 2010
1138,Principal cleared of indecent assault,Anonymous.,15 Jan 2010
1139,Push tocut mental patients' wait time General clinic doctors to take some burden of care,"Lee, Ella.",15 Jan 2010
1140,Shanghai threatens to repossess sites left idle by developers,"Li, Sandy.",15 Jan 2010
1141,A spacious and convenient gem near the city centre,Anonymous.,15 Jan 2010
1142,Sport,Anonymous.,15 Jan 2010
1143,Technology,Anonymous.,15 Jan 2010
1144,"Vendors rig up roofs against acid as tourists stay away, business plummets","Ng, Maggie; Lo, Clifford.",15 Jan 2010
1145,Vice-mayor detained as graft crackdown spreads Vice-mayor detained as crackdown spreads,He Huifeng.,15 Jan 2010
1146,Welfare,Anonymous.,15 Jan 2010
1147,11 restaurant staff facecourt over kickbacks,"Mok, Danny.",15 Jan 2010
1148,Children sing opera's praises after invitation to dress rehearsal,Anonymous.,15 Jan 2010
1149,China Green posts 25.5pc profit growth,"Sun, Celine.",15 Jan 2010
1150,"Clean-bus idea needs thought, Tsang says","Chi-fai, Cheung.",15 Jan 2010
1151,Court orders Tony Chan again to reveal land-deal informant,"Fong, Loretta.",15 Jan 2010
1152,Events,Anonymous.,15 Jan 2010
1153,Flexibility called for on internet copyright,"Ng, Maggie.",15 Jan 2010
1154,"Francis Leung to assist beauty firm on mergers, acquisitions","Sun, Celine.",15 Jan 2010
1155,Heavy police presence 'can provoke' conflict,"Tsang, Phyllis.",15 Jan 2010
1156,"If you think bolognese sauce involves tomatoes and spaghetti, Sunday will put you right",Anonymous.,15 Jan 2010
1157,In Brief,Anonymous.,15 Jan 2010
1158,Italian connection pays off for Chloe's new-season show,Anonymous.,15 Jan 2010
1159,Lenovo makes up ground on PC rivals,"Perez, Bien.",15 Jan 2010
1160,Mark Six,Anonymous.,15 Jan 2010
1161,More announcements,Anonymous.,15 Jan 2010
1162,Move to make mental patients feel at home,"Lee, Ella.",15 Jan 2010
1163,Rail funding may still be delayed even if lawmakers vote today,"Lam, Anita; Cheung, Gary.",15 Jan 2010
1164,Rapist usedpolicecomputer tofind prey,"Chiu, Austin.",15 Jan 2010
1165,Showdown time as rival camps head to Legco,"Tsang, Phyllis; Lam, Anita; Kang-chung, Ng.",15 Jan 2010
1166,Table of contents,Anonymous.,15 Jan 2010
1167,Tony Leung heads film awards jury,Anonymous.,15 Jan 2010
1168,TVB workers see red over pay,"Leung, Paggie.",15 Jan 2010
1169,Avatar's success sparks local filmmakers' interest in a 3D hub,"Chow, Vivienne.",15 Jan 2010
1170,Aviation stocks take off after regulator's upbeat traffic forecast,"So, Charlotte.",15 Jan 2010
1171,Birds of prey get ready to take wing at new Ocean Park exhibit,"Chan, Kobi.",15 Jan 2010
1172,Coming soon,Anonymous.,15 Jan 2010
1173,Driver loses licence for one year,"Chiu, Austin.",15 Jan 2010
1174,Financial fraud on the rise amid surge in stimulus funding,"Steger, Isabella.",15 Jan 2010
1175,Kissel suspicion of wife's intent 'prejudicial' Murder case appeal continues,"Tsui, Yvonne.",15 Jan 2010
1176,Move to calm growing fears of an asset bubble,Anonymous.,15 Jan 2010
1177,No bananas as league religiously makes its point,"Wong, Albert.",15 Jan 2010
1178,Property prices continue to climb in booming cities Sales start to ease following Beijing's cooling measures,"Sito, Peggy.",15 Jan 2010
1179,Rusal share offer fully subscribed by funds,Staff Reporter; agencies.,15 Jan 2010
1180,Seafood smugglers nabbed at Lantau,"Lo, Clifford.",15 Jan 2010
1181,"Small Taiwan stakes enough for mainland banks, analysts say",Daniel Ren in Shanghai.,15 Jan 2010
1182,"Trade-seat debate must wait, chief says",Anonymous.,15 Jan 2010
1183,Tsang reaches across youth divide Chief executive admits his message is lost on the internet generation,"Leung, Ambrose.",15 Jan 2010
1184,Guillain-Barr syndrome not well understood,Anonymous.,15 Jan 2010
1185,Man who aided escape of mainland dissidents dies,"Fox, Yi Hu; Cheung, Gary.",15 Jan 2010
1186,Pressure grows for review of flu vaccination scheme,"Lee, Ella; Nip, Amy.",15 Jan 2010
1187,Developers suspected of bribery arrested Pair linked to Guizhou CPPCC chairman,"Tze-wei, Ng.",15 Jan 2010
1188,Party officials probe casino-police links,"Tam, Fiona.",15 Jan 2010
1189,Beijing stands firm on internet censorship Authorities say IT firms must obey law after Google threatens pull-out over controls,Shi Jiangtao in Beijingand Agencies in Washington.,15 Jan 2010
1190,Fears that life without Google 'will leave the mainland blind',"Kwok, Kristine; Chen, Stephen.",15 Jan 2010
1191,Mainland exit could cramp expansion into mobile phones,"Perez, Bien.",15 Jan 2010
1192,Beijing: Doctor on trial for arsenic deaths,Anonymous.,15 Jan 2010
1193,Police detain second Charter 08 author,"Yu, Verna.",15 Jan 2010
1194,Villager dies as police fire shots in land dispute Guangxi residents protest against officials confiscating their property,"Yu, Verna.",15 Jan 2010
1195,Lesson learned as 'new UBS' draws up code of conduct,with Howard Winn.,15 Jan 2010
1196,"When a bear starts eyeing you up, be very concerned",with Tom Holland tom.holland@scmp.com.,15 Jan 2010
1197,Beijing institute calls claim on tomb premature Proof of Cao Cao grave 'insufficient',"Li, Raymond.",15 Jan 2010
1198,Former Caijing chief Hu Shuli adds monthly magazine to stable,"Zhai, Ivan.",15 Jan 2010
1199,Where to send money,Anonymous.,15 Jan 2010
1200,Dispensing of drugs should be left to qualified pharmacists,Anonymous.,15 Jan 2010
1201,Fat cats' bonuses should go to Haiti,Anonymous.,15 Jan 2010
1202,High-speed rail greenest mode of transport,Anonymous.,15 Jan 2010
1203,Higher sum,Anonymous.,15 Jan 2010
1204,Judicial independence of vital importance,Anonymous.,15 Jan 2010
1205,Aviation,Anonymous.,14 Jan 2010
1206,Bank and property shares dive as investors react to mainland's policy tightening,"Westra, Nick; Daniel Ren in Shanghai.",14 Jan 2010
1207,Business: [1],Anonymous.,14 Jan 2010
1208,Business,Anonymous.,14 Jan 2010
1209,"Captains, harbour pilots found guilty over tugboat disaster","Man, Joyce.",14 Jan 2010
1210,Courts,Anonymous.,14 Jan 2010
1211,Crime,Anonymous.,14 Jan 2010
1212,Free search unlikely to last Unfiltered Google unlikely to last No one expects Beijing to brook Web defiance,Staff Reporters in Beijingand Reuters in San Francisco.,14 Jan 2010
1213,Health,Anonymous.,14 Jan 2010
1214,Helicopter firm offers to airlift dumped waste out of valley,"Chi-fai, Cheung.",14 Jan 2010
1215,Investments,Anonymous.,14 Jan 2010
1216,"Judge 'made errors' in Kissel trial Jury was misled on self-defence law, top appeal court told","Wong, Albert.",14 Jan 2010
1217,Li pledges US$100m in Rusal offering as strategic investor,"Rovnick, Naomi; Winn, Howard.",14 Jan 2010
1218,Man held on suspicion of raping girl on 'dates',"Ng, Maggie.",14 Jan 2010
1219,National,Anonymous.,14 Jan 2010
1220,NEWS SECTION A CITY.LIFE.SPORT SECTION C BUSINESS SECTION B,Anonymous.,14 Jan 2010
1221,Police seek mainlandhelp on border breach Police seek mainlandhelp on border breach,"Lo, Clifford.",14 Jan 2010
1222,Social policy,Anonymous.,14 Jan 2010
1223,Through train for stocks scrapped Fresh reminder policies not always implemented,Daniel Ren in Shanghai.,14 Jan 2010
1224,Trade,Anonymous.,14 Jan 2010
1225,Two arrests over Causeway Bay acid attack,"Fox, Yi Hu; Chiu, Austin; Mok, Danny.",14 Jan 2010
1226,Vehicles,Anonymous.,14 Jan 2010
1227,Battle waged in newspaper ads,Anonymous.,14 Jan 2010
1228,China in talks for rules on safety of toys,"Tsang, Denise.",14 Jan 2010
1229,China Strategic and Primus renew bid for Taiwanese insurer,"Lee, Amanda.",14 Jan 2010
1230,Comic sequel aims to get kids animated about budget process,"Chow, Vivienne.",14 Jan 2010
1231,"Edison Chen tries to claw his way back into the limelight, crossing same tired territory",Anonymous.,14 Jan 2010
1232,Events,Anonymous.,14 Jan 2010
1233,HK Airlines to add five cargo aircraft,Anonymous.,14 Jan 2010
1234,In Brief,Anonymous.,14 Jan 2010
1235,Jessica C shows she's no fish out of water as she finds another use for streamlined suits,Anonymous.,14 Jan 2010
1236,Jusco store to open this year in MegaBox,"Li, Sandy.",14 Jan 2010
1237,Legislators vote down Confucius holiday,"Nip, Amy.",14 Jan 2010
1238,"Mainland carriers book profits of 7.4b yuan on demand, cheaper oil","So, Charlotte.",14 Jan 2010
1239,Pro-government camp forces two-hour extension to rail debate,"Lam, Anita.",14 Jan 2010
1240,Security chief mulls acid drills for traders Exercises suggested in bid to track perpetrator,"Tsang, Phyllis; Chiu, Austin.",14 Jan 2010
1241,Survey on luxury confirms the Hong Kong hype,Anonymous.,14 Jan 2010
1242,Table of Contents,Anonymous.,14 Jan 2010
1243,Voting days on a collision course,Anonymous.,14 Jan 2010
1244,All about Lam,Anonymous.,14 Jan 2010
1245,Beijing curbs tipped to slow sales of homes Housing vice-minister decries high prices,"Liu, Yvonne.",14 Jan 2010
1246,Democrat's motion calling for Liu Xiaobo's release defeated,Fanny W.Y. Fung.,14 Jan 2010
1247,Ex-principal appeals assault conviction,"Fong, Loretta.",14 Jan 2010
1248,Government backers stage rare walkout,Anonymous.,14 Jan 2010
1249,Government workers will axe thousands of trees in country parks across Hong Kong [Derived headline],"Chi-fai, Cheung.",14 Jan 2010
1250,Man jailed for threatening judge in letter,"Chiu, Austin.",14 Jan 2010
1251,PBOC move may end era of cheap funding,ANALYSIS Cary Huang in Beijing.,14 Jan 2010
1252,Questions over appointment of new EOC chief Former top government official named to head anti-bias body,"Tsang, Phyllis.",14 Jan 2010
1253,Veteran plans 'referendum' alliance,"Leung, Ambrose.",14 Jan 2010
1254,70pc of elderly back means tests to cut home waiting time,"Wong, Martin.",14 Jan 2010
1255,Centre may face charges over abuse,Anonymous.,14 Jan 2010
1256,Chinese-language site under constant strain,Will Clem in Shanghai.,14 Jan 2010
1257,Huge leap forward in scoliosis treatment,"Chan, Kobi.",14 Jan 2010
1258,"Internet users, activists back Google Candles are lit and flowers laid as tribute to search giant's defiance of censors","Kwok, Kristine; Stephen Chen in Beijing.",14 Jan 2010
1259,"Pull-out would benefit rivals, but innovation and competition could languish","Perez, Bien.",14 Jan 2010
1260,Suspected flu-shot illness probed,"Mok, Danny.",14 Jan 2010
1261,"PLA navy will reach wide, US predicts Future fleet will go beyond Taiwan, report says",Staff Reporter.,14 Jan 2010
1262,Beijing: Military base fined for flu death,Anonymous.,14 Jan 2010
1263,"Dongguan's biggest illegal casino raided Police arrest 90, including foreigners; local police chief and three officers sacked","Tam, Fiona.",14 Jan 2010
1264,festival line-up,Anonymous.,14 Jan 2010
1265,Investors overreacting to Beijing's tightening move,with Tom Holland tom.holland@scmp.com.,14 Jan 2010
1266,"Listeners in for melodic Renaissance-era feast Internationally acclaimed modern interpreters Andreas Scholl and Edin Karamazov offer the city a sumptuous live recital of lyrical, poetic and elegaic compositions",Anonymous.,14 Jan 2010
1267,Mainland opening up to gays with first beauty contest,"Li, Raymond.",14 Jan 2010
1268,Masterpieces await special Jacobs touch,Anonymous.,14 Jan 2010
1269,Rule set to distance court staff from lawyers,Mimi Lau in Guangzhou.,14 Jan 2010
1270,Will Li Huidi take over as China Mobile vice-president?,Toh Han Shih.,14 Jan 2010
1271,Chinese peacekeepers feared dead in rubble of UN headquarters,Agence France-Presse; He Huifeng.,14 Jan 2010
1272,Last resort,Anonymous.,14 Jan 2010
1273,Laudable attempt to reach young audience,Anonymous.,14 Jan 2010
1274,A loss for Google and the Chinese people,Anonymous.,14 Jan 2010
1275,Much room for improvement in our hospitals,Anonymous.,14 Jan 2010
1276,Officials and supporters skirting concerns over express rail link,Anonymous.,14 Jan 2010
1277,The forgiving faith Alex Lo,alex.lo@scmp.com.,14 Jan 2010
1278,Aviation,Anonymous.,13 Jan 2010
1279,Beijing hits brakes on bank lending Beijing hits brakes on bank lending to cool asset prices,"Rovnick, Naomi.",13 Jan 2010
1280,Buoyant Cathay outlines plans to increase fleet,"So, Charlotte.",13 Jan 2010
1281,"Half a million for a flat? Yes, but check the title","Li, Sandy.",13 Jan 2010
1282,HK & Delta,Anonymous.,13 Jan 2010
1283,Illness,Anonymous.,13 Jan 2010
1284,International,Anonymous.,13 Jan 2010
1285,International: [1],Anonymous.,13 Jan 2010
1286,Last shot,Anonymous.,13 Jan 2010
1287,Listings,Anonymous.,13 Jan 2010
1288,Mainland buyers change targets Focus of cross-border interest shifts from ultra-luxury to the mass-housing sector,"Sito, Peggy.",13 Jan 2010
1289,National,Anonymous.,13 Jan 2010
1290,NEWS SECTION A; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,13 Jan 2010
1291,Same culpritsuspected in5 acid attacks,"Lo, Clifford.",13 Jan 2010
1292,Sport,Anonymous.,13 Jan 2010
1293,Takeovers,Anonymous.,13 Jan 2010
1294,US asks for more details on missile intercept testUS asks China for more details on missile intercept test Pentagon confirms that China shot down warhead in space,Cary Huang in Beijing.,13 Jan 2010
1295,Announcements,Anonymous.,13 Jan 2010
1296,Bubbly singer draws on experience to help the depressed,Anonymous.,13 Jan 2010
1297,Buying mood drives secondary market sales to 25-month peak,"Li, Sandy.",13 Jan 2010
1298,"Chan has a new movie coming out, but he just doesn't seem sure what it is called!",Anonymous.,13 Jan 2010
1299,Corrections & clarifications,Anonymous.,13 Jan 2010
1300,Deep Purple the latest rock dinosaurs roaring into town,Anonymous.,13 Jan 2010
1301,Events,Anonymous.,13 Jan 2010
1302,Ex-jockey guilty of drink driving,"Chiu, Austin.",13 Jan 2010
1303,Flu admissions may delay minor surgery General medical wards already at capacity,"Nip, Amy.",13 Jan 2010
1304,Foreigners discover the appeal of yuan funds Concrete Analysis,"Rothstein, Joel.",13 Jan 2010
1305,Free tickets to Bollywood show,Anonymous.,13 Jan 2010
1306,Group to rally in support of link,Anonymous.,13 Jan 2010
1307,Hawker's assistants want priority for vacant stalls,"Chan, Kobi.",13 Jan 2010
1308,Hongkonger facing extradition to US loses bid for freedom,"Fong, Loretta.",13 Jan 2010
1309,In Brief,Anonymous.,13 Jan 2010
1310,Investment bankers expect record IPOs,"Rovnick, Naomi.",13 Jan 2010
1311,"Mainland developers see sales soarTo infinity and beyond, via ZhejiangAugmented bonuses for Ricacorp staff Ah Pak Beijing shop owners angered by vacancies","SitoRumours, Peggy; musings from the night watchman.",13 Jan 2010
1312,"Panyu sees slower price rises despite new infrastructure Values grew 20pc in 2009, but satellite city has drawbacks","Liu, Yvonne; Lai, Chloe.",13 Jan 2010
1313,Public doctor denies molesting two clerks in consultation room,"Chiu, Austin.",13 Jan 2010
1314,Public Eye,with Michael Chugani mickchug@gmail.com.,13 Jan 2010
1315,"Rail funding debate set to end on Saturday Ten hours should be more than enough for discussions, Finance Committee chief says","Lam, Anita.",13 Jan 2010
1316,SFC calls for caution over Fong's shares,"Lee, Amanda.",13 Jan 2010
1317,Table of Contents,Anonymous.,13 Jan 2010
1318,Vision Tech invest in death to make killing,"Sun, Celine.",13 Jan 2010
1319,'Discretion' puts squeeze on primary school places,"Yau, Elaine; Heron, Liz.",13 Jan 2010
1320,Australian non-residential sales to foreign buyers tipped to soar 25pc,Bloomberg in Sydney.,13 Jan 2010
1321,Battered investors in British commercial real estate sector may enjoy price relief,Bloomberg in London.,13 Jan 2010
1322,Cheaper holiday properties start to look attractive,The New York Times.,13 Jan 2010
1323,Coal contracts put mainland power producers at risk of losses unless Beijing allows increase in electricity prices,"Ng, Eric.",13 Jan 2010
1324,Departments to get guidelines on the use of contract workers,Staff Reporter.,13 Jan 2010
1325,Government-friendly camp sets sights on contesting by-elections,Anonymous.,13 Jan 2010
1326,Growing demand in big cities fuels rise in NZ home values,Bloomberg in Wellington.,13 Jan 2010
1327,Housing in Canada set to stay strong,Reuters in Toronto.,13 Jan 2010
1328,In Brief,Anonymous.,13 Jan 2010
1329,Jockey Club charities chief quits after the departure of her boss,"Eng, Dennis.",13 Jan 2010
1330,No sign of bubble despite soaring home prices in Shanghai,Daniel Ren in Shanghai.,13 Jan 2010
1331,Official says CIC to get more cash for investment,Daniel Ren in Shanghai.,13 Jan 2010
1332,Questions raised over benchmarks set for 'referendum',"Fung, Fanny W Y.",13 Jan 2010
1333,Record apartment vacancy rates force US landlords to reduce rents,Anonymous.,13 Jan 2010
1334,"Steady hand at the helm of a trillion-dollar undertaking New system to double capacity, says outgoing HKEx boss","Yiu, Enoch.",13 Jan 2010
1335,Taiwan regulators to ease rules on investing in mainland,"Gough, Neil.",13 Jan 2010
1336,Tears for dissident,Anonymous.,13 Jan 2010
1337,Achievement triggers fear of arms race,Kristine Kwok in Beijing.,13 Jan 2010
1338,Auditorium proposed for under school ruins Groups fear archaeological relics will be destroyed by Development Bureau's plan,"Ng, Joyce.",13 Jan 2010
1339,Economic meltdown takes its toll on police,"Tsang, Phyllis.",13 Jan 2010
1340,In Brief,Anonymous.,13 Jan 2010
1341,Mid-space missile test marks milestone for defence strategy China narrowing the gap with US in military technology,"Chen, Stephen.",13 Jan 2010
1342,State media trumpets success of rocket firing,"Tze-wei, Ng.",13 Jan 2010
1343,Beijing - 13 claim to have sex virus,Anonymous.,13 Jan 2010
1344,Brother of disgraced Gome boss now facing threat of court action,Zhuang Pinghui.,13 Jan 2010
1345,Cover-up denied in Shanghai milk scandal,Will Clem in Shanghai.,13 Jan 2010
1346,"Crisis is a form of market discipline, says professor",Anonymous.,13 Jan 2010
1347,Global meltdown leads to soul searching There has been a lot of discussion on the future role of regulators as financial services community learn bitter lessons from excessive risk taking and high-bonus culture,Anonymous.,13 Jan 2010
1348,Owners of toppled flats angry over rules for second buyers,Will Clem in Shanghai.,13 Jan 2010
1349,Shenzhen health chiefscan't brief off the record,He Huifeng.,13 Jan 2010
1350,The China consumer dream remains as elusive as ever,with Tom Holland tom.holland@scmp.com.,13 Jan 2010
1351,"China fund you want to invest in, it's been crash-tested",with Nick Westra.,13 Jan 2010
1352,Yen minefield claims new finance minister at his very first step,"Rafferty, Kevin.",13 Jan 2010
1353,Chief query,Anonymous.,13 Jan 2010
1354,Dogmatic democrats cannot think outside Western model,Anonymous.,13 Jan 2010
1355,Ethnic minority students getting short-changed,Anonymous.,13 Jan 2010
1356,We need far more than this 'referendum',Anonymous.,13 Jan 2010
1357,World needs to adjust to China's new power,Anonymous.,13 Jan 2010
1358,Authority tells staff how to handle complications from vaccination,Anonymous.,12 Jan 2010
1359,Aviation,Anonymous.,12 Jan 2010
1360,Bar set low for 'referendum' on suffrage Bar set low for universal suffrage 'referendum',"Leung, Ambrose; Fung, Fanny W Y; Cheung, Gary.",12 Jan 2010
1361,Beijing warned over inflation 'Tighten the reins or face 16pc growth',"Tsang, Denise.",12 Jan 2010
1362,Centaline's Shih retires after 32 vocal years,"Liu, Yvonne.",12 Jan 2010
1363,China overtakes US as largest vehicle market Stimulus measures fuel 46.2pc surge in sales to 13.6m units,"Wong, Kandy.",12 Jan 2010
1364,China tests missile defence after US rowMainland conducts missile intercept test after US arms row,Staff Reporter.,12 Jan 2010
1365,City,Anonymous.,12 Jan 2010
1366,Courts: [1],Anonymous.,12 Jan 2010
1367,Courts,Anonymous.,12 Jan 2010
1368,A final reminder,Anonymous.,12 Jan 2010
1369,Illness,Anonymous.,12 Jan 2010
1370,Infrastructure,Anonymous.,12 Jan 2010
1371,International,Anonymous.,12 Jan 2010
1372,Markets,Anonymous.,12 Jan 2010
1373,National,Anonymous.,12 Jan 2010
1374,NEWS SECTION A CITY.LIFE.SPORT SECTION C BUSINESS SECTION B,Anonymous.,12 Jan 2010
1375,"OLE spells fun, games and profits Firms run courses that take learning outdoors","Yau, Elaine.",12 Jan 2010
1376,Primary pupils likely to get free swine flu jabs,"Nip, Amy.",12 Jan 2010
1377,"Rusal creditors back Deripaska's US$10m salary despite massive debt, executives say","Winn, Howard.",12 Jan 2010
1378,Agency to regulate paid messages to mobile phones,"Leung, Paggie.",12 Jan 2010
1379,Anakin in adidas? Now Darth Vader has really gone over to the dark side,Anonymous.,12 Jan 2010
